"class","manufacturer","model","displ","cyl","trans","drv","cty","hwy","fl","G","T","S","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l","eng.dscr","trans.dscr","year","vpc","bidx","x5c","eng.dscr.1","eng.dscr.2"
"compact cars","hyundai","elantra",2,4,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,95,13,NA,NA," ","clkup ",2004,4,15,NA,NA,NA
"compact cars","hyundai","elantra",2,4,"manual(m5)","f",23,31,"r",FALSE,FALSE,FALSE,NA,NA,95,13,NA,NA," ","",2004,4,14,NA,NA,NA
"compact cars","infiniti","g35",3.5,6,"manual(m6)","r",18,25,"r",FALSE,FALSE,FALSE,87,8,98,15,NA,NA," ","",2004,4,23,NA,NA,NA
"compact cars","infiniti","g35",3.5,6,"manual(m6)","r",18,25,"p",FALSE,FALSE,FALSE,87,8,98,15,NA,NA,"coupe","",2004,4,27,NA,NA,NA
"compact cars","infiniti","g35",3.5,6,"auto(s5)","r",16,24,"r",FALSE,FALSE,FALSE,87,8,98,15,NA,NA," ","clkup ",2004,4,23,NA,NA,NA
"compact cars","infiniti","g35",3.5,6,"auto(s5)","4",15,22,"r",FALSE,FALSE,FALSE,87,8,98,15,NA,NA," ","clkup ",2004,4,28,NA,NA,NA
"compact cars","infiniti","g35",3.5,6,"auto(s5)","r",16,24,"p",FALSE,FALSE,FALSE,87,8,98,15,NA,NA,"coupe","clkup ",2004,4,27,NA,NA,NA
"compact cars","infiniti","m45",4.5,8,"auto(s5)","r",15,21,"p",FALSE,FALSE,FALSE,NA,NA,91,13,NA,NA," ","clkup ",2004,4,31,NA,NA,NA
"compact cars","jaguar","jaguar x-type",2.5,6,"auto(l5)","4",16,24,"p",FALSE,FALSE,FALSE,NA,NA,90,16,NA,NA," ","ems 2mode clkup",2004,4,305,NA,NA,NA
"compact cars","jaguar","jaguar x-type",3,6,"auto(l5)","4",16,23,"p",FALSE,FALSE,FALSE,NA,NA,90,16,NA,NA," ","ems 2mode clkup",2004,4,306,NA,NA,NA
"compact cars","kia","kia rio",1.6,4,"auto(l4)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,88,9,88,25," ","clkup ",2004,4,1,NA,NA,NA
"compact cars","kia","kia rio",1.6,4,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,88,9,88,25," ","clkup ",2004,4,8,NA,NA,NA
"compact cars","kia","kia rio",1.6,4,"manual(m5)","f",23,30,"r",FALSE,FALSE,FALSE,NA,NA,88,9,88,25," ","",2004,4,1,NA,NA,NA
"compact cars","kia","kia rio",1.6,4,"manual(m5)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,88,9,88,25," ","",2004,4,8,NA,NA,NA
"compact cars","kia","kia spectra",1.8,4,"auto(l4)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,93,10,93,14," ","clkup ",2004,4,6,NA,NA,NA
"compact cars","kia","kia spectra",1.8,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,93,10,93,14," ","",2004,4,6,NA,NA,NA
"compact cars","lexus","is 300",3,6,"manual(m5)","r",16,23,"p",FALSE,FALSE,FALSE,NA,NA,89,10,89,17," ","",2004,4,19,NA,NA,NA
"compact cars","lexus","is 300",3,6,"auto(s5)","r",16,22,"p",FALSE,FALSE,FALSE,NA,NA,89,10,89,17," ","2mode clkup ",2004,4,19,NA,NA,NA
"compact cars","mazda","mazda 3",2,4,"manual(m5)","f",24,32,"r",FALSE,FALSE,FALSE,NA,NA,94,11,95,17," ","",2004,4,6,NA,NA,NA
"compact cars","mazda","mazda 3",2,4,"auto(s4)","f",23,31,"r",FALSE,FALSE,FALSE,NA,NA,94,11,95,17," ","dc/fw",2004,4,6,NA,NA,NA
"compact cars","mazda","mazda 3",2,4,"auto(s4)","f",23,31,"r",FALSE,FALSE,FALSE,NA,NA,94,11,95,17," ","dc/fw",2004,4,6,NA,NA,NA
"compact cars","mazda","mazda 3",2.3,4,"manual(m5)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,94,11,95,17," ","",2004,4,7,NA,NA,NA
"compact cars","mazda","mazda 3",2.3,4,"auto(s4)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,94,11,95,17," ","dc/fw",2004,4,7,NA,NA,NA
"compact cars","mercedes-benz","c-class sedan",2.6,6,"manual(m6)","r",16,24,"p",FALSE,FALSE,FALSE,NA,NA,89,12,NA,NA," ","ems ",2004,3,621,NA,NA,NA
"compact cars","mercedes-benz","c-class sedan",3.2,6,"auto(l5)","4",17,25,"p",FALSE,FALSE,FALSE,NA,NA,89,12,NA,NA," ","ems 2mode clkup",2004,3,4,NA,NA,NA
"compact cars","mercedes-benz","c230 kompressor",1.8,4,"auto(l5)","r",21,27,"p",FALSE,FALSE,TRUE,NA,NA,89,12,NA,NA," ","ems 2mode clkup",2004,4,2,NA,NA,NA
"compact cars","mercedes-benz","c230 kompressor",1.8,4,"manual(m6)","r",19,27,"p",FALSE,FALSE,TRUE,NA,NA,89,12,NA,NA," ","ems ",2004,4,2,NA,NA,NA
"compact cars","mercedes-benz","c230 kompressor sports coupe",1.8,4,"auto(l5)","r",21,27,"p",FALSE,FALSE,TRUE,NA,NA,NA,NA,85,16," ","ems 2mode clkup",2004,4,1,NA,NA,NA
"compact cars","mercedes-benz","c230 kompressor sports coupe",1.8,4,"manual(m6)","r",19,27,"p",FALSE,FALSE,TRUE,NA,NA,NA,NA,85,16," ","ems ",2004,4,1,NA,NA,NA
"compact cars","mercedes-benz","c240",2.6,6,"auto(l5)","r",17,22,"p",FALSE,FALSE,FALSE,NA,NA,89,12,NA,NA," ","ems 2mode clkup",2004,3,800,NA,NA,NA
"compact cars","mercedes-benz","c240 4matic",2.6,6,"auto(l5)","4",17,23,"p",FALSE,FALSE,FALSE,NA,NA,89,12,NA,NA," ","ems 2mode clkup",2004,3,3,NA,NA,NA
"compact cars","mercedes-benz","c240 ffv",2.6,6,"auto(l5)","r",13,17,"e",FALSE,FALSE,FALSE,NA,NA,89,12,NA,NA,"e85 260","ems 2mode clkup",2004,3,802,NA,NA,NA
"compact cars","mercedes-benz","c240 ffv",2.6,6,"auto(l5)","r",18,23,"p",FALSE,FALSE,FALSE,NA,NA,89,12,NA,NA,"gas 360","ems 2mode clkup",2004,3,26,NA,NA,NA
"compact cars","mercedes-benz","c32 amg",3.2,6,"auto(l5)","r",15,20,"p",TRUE,FALSE,TRUE,NA,NA,89,12,NA,NA," ","ems 2mode clkup",2004,3,100,NA,NA,NA
"compact cars","mercedes-benz","c320",3.2,6,"manual(m6)","r",17,24,"p",FALSE,FALSE,FALSE,NA,NA,89,12,NA,NA," ","ems ",2004,3,41,NA,NA,NA
"compact cars","mercedes-benz","c320 ffv",3.2,6,"auto(l5)","r",14,17,"e",FALSE,FALSE,FALSE,NA,NA,89,12,NA,NA,"e85 260","ems 2mode clkup",2004,3,806,NA,NA,NA
"compact cars","mercedes-benz","c320 ffv",3.2,6,"auto(l5)","r",18,24,"p",FALSE,FALSE,FALSE,NA,NA,89,12,NA,NA,"gas 360","ems 2mode clkup",2004,3,22,NA,NA,NA
"compact cars","mercedes-benz","c320 sports coupe",3.2,6,"manual(m6)","r",17,24,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,16," ","ems ",2004,3,40,NA,NA,NA
"compact cars","mercedes-benz","c320 sports coupe ffv",3.2,6,"auto(l5)","r",14,17,"e",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,16,"e85 260","ems 2mode clkup",2004,3,804,NA,NA,NA
"compact cars","mercedes-benz","c320 sports coupe ffv",3.2,6,"auto(l5)","r",18,24,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,16,"gas 360","ems 2mode clkup",2004,3,23,NA,NA,NA
"compact cars","mercedes-benz","cl500",5,8,"auto(l7)","r",15,22,"p",TRUE,FALSE,FALSE,88,12,NA,NA,NA,NA," ","ems 2mode clkup",2004,3,626,NA,NA,NA
"compact cars","mercedes-benz","cl55 amg",5.4,8,"auto(s5)","r",13,20,"p",TRUE,FALSE,TRUE,88,12,NA,NA,NA,NA," ","ems 2mode clkup",2004,3,632,NA,NA,NA
"compact cars","mercedes-benz","cl600",5.5,12,"auto(l5)","r",11,17,"p",TRUE,TRUE,FALSE,88,12,NA,NA,NA,NA," ","ems 2mode clkup",2004,3,630,NA,NA,NA
"compact cars","mitsubishi","lancer",2,4,"auto(l4)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,94,11,NA,NA,"sohc","cmode clkup ",2004,4,16,NA,NA,NA
"compact cars","mitsubishi","lancer",2,4,"manual(m5)","f",24,32,"r",FALSE,FALSE,FALSE,NA,NA,94,11,NA,NA,"sohc","",2004,4,16,NA,NA,NA
"compact cars","mitsubishi","lancer",2.4,4,"auto(l4)","f",19,26,"r",FALSE,FALSE,FALSE,NA,NA,94,11,NA,NA,"sohc","cmode clkup ",2004,4,18,NA,NA,NA
"compact cars","mitsubishi","lancer",2.4,4,"manual(m5)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,94,11,NA,NA,"sohc","",2004,4,18,NA,NA,NA
"compact cars","mitsubishi","lancer evolution",2,4,"manual(m5)","4",16,24,"p",FALSE,TRUE,FALSE,NA,NA,94,11,NA,NA,"dohc turbo","",2004,4,17,NA,NA,NA
"compact cars","nissan","sentra",1.8,4,"auto(l4)","f",24,32,"r",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA," ","clkup ",2004,4,1,NA,NA,NA
"compact cars","nissan","sentra",1.8,4,"manual(m5)","f",24,32,"r",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA," ","",2004,4,1,NA,NA,NA
"compact cars","nissan","sentra",2.5,4,"auto(l4)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA," ","clkup ",2004,4,11,NA,NA,NA
"compact cars","nissan","sentra",2.5,4,"manual(m6)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA," ","",2004,4,11,NA,NA,NA
"compact cars","oldsmobile","alero",2.2,4,"auto(l4)","f",21,31,"r",FALSE,FALSE,FALSE,93,14,91,14,NA,NA," ","clkup ",2004,4,113,NA,NA,NA
"compact cars","oldsmobile","alero",2.2,4,"manual(m5)","f",23,33,"r",FALSE,FALSE,FALSE,93,14,91,14,NA,NA," ","sil ",2004,4,112,NA,NA,NA
"compact cars","oldsmobile","alero",3.4,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,93,14,91,14,NA,NA," ","clkup ",2004,2,107,NA,NA,NA
"compact cars","pontiac","grand am",2.2,4,"auto(l4)","f",21,31,"r",FALSE,FALSE,FALSE,NA,NA,90,14,NA,NA," ","clkup ",2004,4,113,NA,NA,NA
"compact cars","pontiac","grand am",2.2,4,"manual(m5)","f",23,33,"r",FALSE,FALSE,FALSE,NA,NA,90,14,NA,NA," ","sil ",2004,4,112,NA,NA,NA
"compact cars","pontiac","grand am",3.4,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,90,14,NA,NA," ","clkup ",2004,2,107,NA,NA,NA
"compact cars","pontiac","gto",5.7,8,"auto(l4)","r",15,20,"p",TRUE,FALSE,FALSE,91,13,NA,NA,NA,NA," ","clkup ",2004,2,138,NA,NA,NA
"compact cars","pontiac","gto",5.7,8,"manual(m6)","r",15,26,"p",FALSE,FALSE,FALSE,91,13,NA,NA,NA,NA," ","",2004,2,139,NA,NA,NA
"compact cars","pontiac","sunfire",2.2,4,"auto(l4)","f",21,31,"r",FALSE,FALSE,FALSE,87,12,92,13,NA,NA," ","clkup ",2004,4,113,NA,NA,NA
"compact cars","pontiac","sunfire",2.2,4,"manual(m5)","f",23,33,"r",FALSE,FALSE,FALSE,87,12,92,13,NA,NA," ","sil ",2004,4,112,NA,NA,NA
"compact cars","saab","saab 9-3 sport sedan",2,4,"manual(m5)","f",21,30,"r",FALSE,TRUE,FALSE,NA,NA,90,15,NA,NA,"b207l","sil ",2004,4,316,NA,NA,NA
"compact cars","saab","saab 9-3 sport sedan",2,4,"manual(m5)","f",19,27,"p",FALSE,TRUE,FALSE,NA,NA,90,15,NA,NA,"b207r","sil ",2004,4,312,NA,NA,NA
"compact cars","saab","saab 9-3 sport sedan",2,4,"manual(m6)","f",18,26,"p",FALSE,TRUE,FALSE,NA,NA,90,15,NA,NA,"b207r","sil ",2004,4,313,NA,NA,NA
"compact cars","saab","saab 9-3 sport sedan",2,4,"auto(s5)","f",18,27,"r",FALSE,TRUE,FALSE,NA,NA,90,15,NA,NA,"b207l","2mode clkup ",2004,4,308,NA,NA,NA
"compact cars","saab","saab 9-3 sport sedan",2,4,"auto(s5)","f",18,26,"p",FALSE,TRUE,FALSE,NA,NA,90,15,NA,NA,"b207r","2mode clkup ",2004,4,301,NA,NA,NA
"compact cars","saturn","ion",2,4,"manual(m5)","f",21,26,"p",FALSE,FALSE,TRUE,87,14,92,15,NA,NA," ","",2004,4,135,NA,NA,NA
"compact cars","saturn","ion",2.2,4,"auto(av)","f",22,29,"r",FALSE,FALSE,FALSE,87,14,92,15,NA,NA," ","clkup ",2004,4,114,NA,NA,NA
"compact cars","saturn","ion",2.2,4,"auto(l5)","f",21,29,"r",FALSE,FALSE,FALSE,87,14,92,15,NA,NA," ","clkup ",2004,4,115,NA,NA,NA
"compact cars","saturn","ion",2.2,4,"manual(m5)","f",23,32,"r",FALSE,FALSE,FALSE,87,14,92,15,NA,NA," ","sil ",2004,4,112,NA,NA,NA
"compact cars","subaru","legacy/outback awd",2.5,4,"auto(l4)","4",19,25,"r",FALSE,FALSE,FALSE,NA,NA,91,12,NA,NA," ","clkup ",2004,4,21,NA,NA,NA
"compact cars","subaru","legacy/outback awd",2.5,4,"manual(m5)","4",18,26,"r",FALSE,FALSE,FALSE,NA,NA,91,12,NA,NA," ","",2004,4,21,NA,NA,NA
"compact cars","subaru","legacy/outback awd",2.5,4,"auto(s4)","4",18,25,"r",FALSE,FALSE,FALSE,NA,NA,91,12,NA,NA," ","2mode clkup ",2004,4,21,NA,NA,NA
"compact cars","subaru","legacy/outback awd",3,6,"auto(l4)","4",17,24,"p",FALSE,FALSE,FALSE,NA,NA,91,12,NA,NA," ","clkup ",2004,4,30,NA,NA,NA
"compact cars","suzuki","aerio",2.3,4,"auto(l4)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,90,15,91,13," ","clkup ",2004,4,42,NA,NA,NA
"compact cars","suzuki","aerio",2.3,4,"manual(m5)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,90,15,91,13," ","",2004,4,41,NA,NA,NA
"compact cars","suzuki","aerio awd",2.3,4,"auto(l4)","4",21,26,"r",FALSE,FALSE,FALSE,NA,NA,90,12,91,10," ","clkup ",2004,4,45,NA,NA,NA
"compact cars","suzuki","forenza",2,4,"auto(a4)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,95,12,NA,NA," ","ems ",2004,NA,3,NA,NA,NA
"compact cars","suzuki","forenza",2,4,"manual(m5)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,95,12,NA,NA," ","ems ",2004,NA,3,NA,NA,NA
"compact cars","suzuki","swift",1.6,4,"auto(a4)","f",23,31,"r",FALSE,FALSE,FALSE,NA,NA,77,12,NA,NA," ","ems ",2004,NA,2,NA,NA,NA
"compact cars","suzuki","swift",1.6,4,"manual(m5)","f",23,32,"r",FALSE,FALSE,FALSE,NA,NA,77,12,NA,NA," ","ems ",2004,NA,2,NA,NA,NA
"compact cars","toyota","camry solara",2.4,4,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,92,14,NA,NA,NA,NA," ","clkup ",2004,4,12,NA,NA,NA
"compact cars","toyota","camry solara",2.4,4,"manual(m5)","f",21,30,"r",FALSE,FALSE,FALSE,92,14,NA,NA,NA,NA," ","",2004,4,12,NA,NA,NA
"compact cars","toyota","camry solara",3.3,6,"auto(s5)","f",18,26,"r",FALSE,FALSE,FALSE,92,14,NA,NA,NA,NA," ","clkup ",2004,4,16,NA,NA,NA
"compact cars","toyota","corolla",1.8,4,"auto(l4)","f",25,35,"r",FALSE,FALSE,FALSE,NA,NA,90,14,NA,NA," ","clkup ",2004,4,5,NA,NA,NA
"compact cars","toyota","corolla",1.8,4,"manual(m5)","f",28,36,"r",FALSE,FALSE,FALSE,NA,NA,90,14,NA,NA," ","",2004,4,5,NA,NA,NA
"compact cars","toyota","echo",1.5,4,"auto(l4)","f",28,35,"r",FALSE,FALSE,FALSE,87,14,86,14,NA,NA," ","clkup ",2004,4,7,NA,NA,NA
"compact cars","toyota","echo",1.5,4,"manual(m5)","f",30,39,"r",FALSE,FALSE,FALSE,87,14,86,14,NA,NA," ","",2004,4,7,NA,NA,NA
"compact cars","volkswagen","golf",1.9,4,"manual(m5)","f",32,41,"d",FALSE,TRUE,FALSE,NA,NA,NA,NA,88,18," ","",2004,2,11,NA,NA,NA
"compact cars","volkswagen","golf",1.9,4,"auto(s5)","f",28,39,"d",FALSE,TRUE,FALSE,NA,NA,NA,NA,88,18," ","3mode clkup ",2004,2,11,NA,NA,NA
"compact cars","volkswagen","golf",2,4,"auto(l4)","f",21,27,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,88,18," ","clkup ",2004,2,7,NA,NA,NA
"compact cars","volkswagen","golf",2,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,88,18," ","",2004,2,7,NA,NA,NA
"compact cars","volkswagen","gti",1.8,4,"manual(m5)","f",21,29,"p",FALSE,TRUE,FALSE,NA,NA,NA,NA,88,18," ","",2004,5,6,NA,NA,NA
"compact cars","volkswagen","gti",1.8,4,"auto(s5)","f",19,26,"p",FALSE,TRUE,FALSE,NA,NA,NA,NA,88,18," ","2mode clkup ",2004,5,6,NA,NA,NA
"compact cars","volkswagen","gti",2.8,6,"manual(m6)","f",18,27,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,88,18," ","",2004,4,3,NA,NA,NA
"compact cars","volkswagen","jetta",1.8,4,"manual(m5)","f",21,29,"p",FALSE,TRUE,FALSE,NA,NA,87,13,NA,NA," ","",2004,5,6,NA,NA,NA
"compact cars","volkswagen","jetta",1.8,4,"manual(m6)","f",18,26,"p",FALSE,TRUE,FALSE,NA,NA,87,13,NA,NA," ","",2004,5,20,NA,NA,NA
"compact cars","volkswagen","jetta",1.8,4,"auto(s5)","f",19,26,"p",FALSE,TRUE,FALSE,NA,NA,87,13,NA,NA," ","2mode clkup ",2004,5,6,NA,NA,NA
"compact cars","volkswagen","jetta",1.9,4,"manual(m5)","f",32,41,"d",FALSE,TRUE,FALSE,NA,NA,87,13,NA,NA," ","",2004,2,11,NA,NA,NA
"compact cars","volkswagen","jetta",1.9,4,"auto(s5)","f",28,39,"d",FALSE,TRUE,FALSE,NA,NA,87,13,NA,NA," ","3mode clkup ",2004,2,11,NA,NA,NA
"compact cars","volkswagen","jetta",2,4,"auto(l4)","f",21,27,"r",FALSE,FALSE,FALSE,NA,NA,87,13,NA,NA," ","clkup ",2004,2,7,NA,NA,NA
"compact cars","volkswagen","jetta",2,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,87,13,NA,NA," ","",2004,2,7,NA,NA,NA
"compact cars","volkswagen","jetta",2.8,6,"manual(m6)","f",18,27,"p",FALSE,FALSE,FALSE,NA,NA,87,13,NA,NA," ","",2004,4,3,NA,NA,NA
"compact cars","volkswagen","passat 4motion",1.8,4,"manual(m5)","4",18,27,"p",FALSE,TRUE,FALSE,NA,NA,95,11,NA,NA," ","",2004,5,19,NA,NA,NA
"compact cars","volkswagen","passat 4motion",1.8,4,"auto(s5)","4",18,26,"p",FALSE,TRUE,FALSE,NA,NA,95,11,NA,NA," ","3mode clkup ",2004,5,19,NA,NA,NA
"compact cars","volkswagen","passat 4motion",2.8,6,"auto(s5)","4",17,24,"p",FALSE,FALSE,FALSE,NA,NA,95,11,NA,NA," ","2mode clkup ",2004,5,2,NA,NA,NA
"compact cars","volkswagen","passat 4motion",4,8,"manual(m6)","4",15,22,"p",FALSE,FALSE,FALSE,NA,NA,95,11,NA,NA," ","",2004,4,8,NA,NA,NA
"compact cars","volkswagen","passat 4motion",4,8,"auto(s5)","4",16,23,"p",FALSE,FALSE,FALSE,NA,NA,95,11,NA,NA," ","clkup ",2004,4,8,NA,NA,NA
"compact cars","volvo","s40",1.9,4,"auto(l5)","f",19,26,"p",FALSE,TRUE,FALSE,NA,NA,88,13,NA,NA," ","clkup ",2004,4,4,NA,NA,NA
"compact cars","volvo","s40",2.4,5,"auto(s5)","f",19,27,"p",FALSE,FALSE,FALSE,NA,NA,92,16,NA,NA," ","2mode clkup ",2004,4,8,NA,NA,NA
"compact cars","volvo","s40",2.5,5,"auto(s5)","f",19,29,"p",FALSE,TRUE,FALSE,NA,NA,92,16,NA,NA," ","2mode clkup ",2004,4,3,NA,NA,NA
"compact cars","volvo","s60 awd",2.5,5,"auto(l5)","4",18,25,"p",FALSE,TRUE,FALSE,NA,NA,94,14,NA,NA," ","clkup ",2004,4,3,NA,NA,NA
"compact cars","volvo","s60 fwd",2.3,5,"manual(m5)","f",18,25,"p",FALSE,TRUE,FALSE,NA,NA,94,14,NA,NA," ","",2004,4,2,NA,NA,NA
"compact cars","volvo","s60 fwd",2.3,5,"auto(s5)","f",18,26,"p",FALSE,TRUE,FALSE,NA,NA,94,14,NA,NA," ","2mode clkup ",2004,4,2,NA,NA,NA
"compact cars","volvo","s60 fwd",2.4,5,"auto(l5)","f",19,29,"p",FALSE,FALSE,FALSE,NA,NA,94,14,NA,NA," ","clkup ",2004,4,8,NA,NA,NA
"compact cars","volvo","s60 fwd",2.4,5,"manual(m5)","f",19,27,"p",FALSE,FALSE,FALSE,NA,NA,94,14,NA,NA," ","",2004,4,8,NA,NA,NA
"compact cars","volvo","s60 fwd",2.5,5,"auto(l5)","f",19,27,"p",FALSE,TRUE,FALSE,NA,NA,94,14,NA,NA," ","clkup ",2004,4,3,NA,NA,NA
"compact cars","volvo","s60 r awd",2.5,5,"manual(m6)","4",16,23,"p",FALSE,TRUE,FALSE,NA,NA,94,14,NA,NA," ","",2004,4,10,NA,NA,NA
"compact cars","volvo","s60 r awd",2.5,5,"auto(s5)","4",16,23,"p",FALSE,TRUE,FALSE,NA,NA,94,14,NA,NA," ","2mode clkup ",2004,4,10,NA,NA,NA
"midsize cars","acura","3.5rl",3.5,6,"auto(l4)","f",16,22,"p",FALSE,FALSE,FALSE,NA,NA,96,15,NA,NA," ","clkup ",2004,4,80,NA,NA,NA
"midsize cars","acura","tl",3.2,6,"manual(m6)","f",18,27,"p",FALSE,FALSE,FALSE,0,0,98,12,0,0,"sohc","",2004,4,70,NA,NA,NA
"midsize cars","acura","tl",3.2,6,"auto(s5)","f",18,26,"p",FALSE,FALSE,FALSE,0,0,98,12,0,0,"sohc","2mode clkup ",2004,4,70,NA,NA,NA
"midsize cars","audi","a6",3,6,"auto(av)","f",18,25,"p",FALSE,FALSE,FALSE,NA,NA,98,15,NA,NA," ","3mode ",2004,5,15,NA,NA,NA
"midsize cars","audi","a6 quattro",2.7,6,"manual(m6)","4",16,23,"p",FALSE,TRUE,FALSE,NA,NA,98,15,NA,NA," ","",2004,5,13,NA,NA,NA
"midsize cars","audi","a6 quattro",2.7,6,"auto(s5)","4",16,23,"p",FALSE,TRUE,FALSE,NA,NA,98,15,NA,NA," ","3mode clkup ",2004,5,13,NA,NA,NA
"midsize cars","audi","a6 quattro",3,6,"auto(s5)","4",16,23,"p",FALSE,FALSE,FALSE,NA,NA,98,15,NA,NA," ","3mode clkup ",2004,5,15,NA,NA,NA
"midsize cars","audi","a6 quattro",4.2,8,"auto(s5)","4",15,22,"p",FALSE,FALSE,FALSE,NA,NA,98,15,NA,NA," ","3mode clkup ",2004,5,10,NA,NA,NA
"midsize cars","bentley","bentley arnage",6.8,8,"auto(l4)","r",9,13,"p",TRUE,TRUE,FALSE,NA,NA,104,13,NA,NA," ","ems 2mode clkup",2004,2,1,NA,NA,NA
"midsize cars","bmw","525i",2.5,6,"manual(m6)","r",17,26,"p",FALSE,FALSE,FALSE,NA,NA,99,14,NA,NA," ","",2004,4,25,NA,NA,NA
"midsize cars","bmw","525i",2.5,6,"auto(s6)","r",17,26,"p",FALSE,FALSE,FALSE,NA,NA,99,14,NA,NA," ","3mode clkup ",2004,4,25,NA,NA,NA
"midsize cars","bmw","530i",3,6,"manual(m6)","r",18,27,"p",FALSE,FALSE,FALSE,NA,NA,99,14,NA,NA," ","",2004,4,30,NA,NA,NA
"midsize cars","bmw","530i",3,6,"auto(s6)","r",18,26,"p",FALSE,FALSE,FALSE,NA,NA,99,14,NA,NA," ","4mode ",2004,4,30,NA,NA,NA
"midsize cars","bmw","530i",3,6,"auto(s6)","r",17,26,"p",FALSE,FALSE,FALSE,NA,NA,99,14,NA,NA," ","3mode clkup ",2004,4,30,NA,NA,NA
"midsize cars","bmw","545i",4.4,8,"manual(m6)","r",15,23,"p",FALSE,FALSE,FALSE,NA,NA,99,14,NA,NA," ","",2004,4,44,NA,NA,NA
"midsize cars","bmw","545i",4.4,8,"auto(s6)","r",16,24,"p",FALSE,FALSE,FALSE,NA,NA,99,14,NA,NA," ","3mode clkup ",2004,4,44,NA,NA,NA
"midsize cars","bmw","545i",4.4,8,"auto(s6)","r",15,22,"p",FALSE,FALSE,FALSE,NA,NA,99,14,NA,NA," ","4mode clkup ",2004,4,44,NA,NA,NA
"midsize cars","buick","century",3.1,6,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,NA,NA,102,17,NA,NA," ","clkup ",2004,2,105,NA,NA,NA
"midsize cars","buick","regal",3.8,6,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,NA,NA,102,17,NA,NA," ","clkup ",2004,2,102,NA,NA,NA
"midsize cars","buick","regal",3.8,6,"auto(l4)","f",16,26,"p",FALSE,FALSE,TRUE,NA,NA,102,17,NA,NA,"sc","clkup ",2004,2,101,NA,NA,NA
"midsize cars","cadillac","cts",3.2,6,"auto(l5)","r",16,23,"p",FALSE,FALSE,FALSE,NA,NA,99,13,NA,NA," ","clkup ",2004,4,109,NA,NA,NA
"midsize cars","cadillac","cts",3.2,6,"manual(m5)","r",17,24,"p",FALSE,FALSE,FALSE,NA,NA,99,13,NA,NA," ","",2004,4,111,NA,NA,NA
"midsize cars","cadillac","cts",3.6,6,"auto(l5)","r",16,26,"r",FALSE,FALSE,FALSE,NA,NA,99,13,NA,NA," ","clkup ",2004,4,122,NA,NA,NA
"midsize cars","cadillac","cts",5.7,8,"manual(m6)","r",15,23,"p",FALSE,FALSE,FALSE,NA,NA,99,13,NA,NA," ","",2004,2,139,NA,NA,NA
"midsize cars","cadillac","seville",4.6,8,"auto(l4)","f",16,24,"r",FALSE,FALSE,FALSE,NA,NA,104,15,NA,NA," ","clkup ",2004,4,128,NA,NA,NA
"midsize cars","cadillac","seville",4.6,8,"auto(l4)","f",16,24,"r",FALSE,FALSE,FALSE,NA,NA,104,15,NA,NA,"sts/dts","clkup ",2004,4,129,NA,NA,NA
"midsize cars","chevrolet","chevrolet epica",2.5,6,"auto(a4)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,101,13,NA,NA," ","ems ",2004,2,1,NA,NA,NA
"midsize cars","chevrolet","classic",2.2,4,"auto(l4)","f",21,31,"r",FALSE,FALSE,FALSE,NA,NA,99,16,NA,NA," ","clkup ",2004,4,113,NA,NA,NA
"midsize cars","chevrolet","malibu",2.2,4,"auto(l4)","f",21,31,"r",FALSE,FALSE,FALSE,NA,NA,101,15,NA,NA," ","clkup ",2004,4,113,NA,NA,NA
